,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.092,0.183,0.1258741258741259,0.22144522144522144,0.17710691785785326,0.17546427645687993,0.9192629256786949,0.9013390138726208,0.0049810259361602795,0.0006365651069295854,0.0006368631964137113,0.005022623434315068,0.0006779604988501426,0.0006747735782248535,0.004938665948670086,0.0005924462993903545,0.008611742136905347,0.0011437118910563402,0.0
1,0.102,0.19,0.10256410256410256,0.20745920745920746,0.15604033798403352,0.15823446124962384,0.9320243135053439,0.9283186761695791,0.012735934550491343,0.0013467726588072514,0.001335403088519066,0.012799918920645525,0.0014100136036106683,0.0014037055386714667,0.012664809527264467,0.001273188245597013,0.022470922832048764,0.002896906987072241,0.0
2,0.125,0.17,0.10023310023310024,0.20512820512820512,0.16341421465428177,0.17202633966480682,0.9253038422536486,0.8961119661229671,0.0040589326759129475,0.0008323221797133674,0.0008307239380725613,0.004085077978254075,0.000858078558728592,0.0008559462687786484,0.004029530177738529,0.000803422503445686,0.006974280680895297,0.0014309184875056337,0.0
3,0.098,0.196,0.1048951048951049,0.19347319347319347,0.14964497966955656,0.15128752265299497,0.9402212589492243,0.9565725099585161,0.003254446304696379,0.0006075726510007397,0.0006171440269632238,0.003264926485600006,0.0006179312140534299,0.0006274111294396682,0.003241653451990129,0.0005938275635974156,0.005817480015258166,0.0012677689063095385,0.0
4,0.113,0.198,0.13986013986013987,0.16317016317016317,0.13943572986583253,0.14867900469262474,0.9251570450440205,0.9554788413887529,0.00152200392128979,0.00047014882022159755,0.00046779777545049727,0.0015519815152546395,0.0005000441541744961,0.0004975328063034493,0.0014924809116265544,0.0004405078754243241,0.002567626344026899,0.0007600401918917174,0.0
5,0.092,0.199,0.08857808857808858,0.20279720279720279,0.15226427777906149,0.15163439279764082,0.9460643792536265,0.9117200374398048,0.005692250728271229,0.0009331556009263388,0.0010398142893838554,0.005723840097908328,0.0009645633736578849,0.0010728626933529288,0.00565841761196984,0.0008970391416223663,0.009861828985941326,0.0016804388819271383,0.0
6,0.089,0.214,0.06526806526806526,0.23543123543123542,0.16681636294395688,0.1760222653158463,0.9223363988886755,0.8434667268653541,0.009124489152048665,0.0010416643257146353,0.001077268942345954,0.00917130749006602,0.0010880744776083848,0.001122673925870104,0.009072815806353404,0.0009879832342662952,0.015022866645890882,0.0011308457511397998,0.0
7,0.107,0.187,0.08391608391608392,0.17715617715617715,0.14403982573000124,0.1436580914289798,0.9131902125930709,0.8906108372287215,0.0032096223765624805,0.0005059376011046675,0.0005070306001941998,0.0032294313653789667,0.0005255402450326878,0.00052615587948361,0.003187375620875992,0.00048346205608585085,0.005754217415557268,0.0011081318714544494,0.0
8,0.095,0.198,0.08158508158508158,0.21212121212121213,0.15752521892514582,0.159838587689739,0.9433715139856111,0.9092657684482545,0.003024321695237145,0.000753488092443611,0.0007598015292310184,0.003056882539897829,0.00078591137554358,0.0007914863483323088,0.0029907929065740094,0.0007194512079653523,0.0048640370847335595,0.000961231917793003,0.0
9,0.101,0.208,0.10256410256410256,0.1888111888111888,0.152932062845432,0.1526459409938373,0.9275642764796598,0.8847636654921514,0.007844136595974173,0.0019307758206042669,0.001910408377902616,0.007852926557587936,0.0019391578305119252,0.0019220125517531378,0.007827299908243863,0.001913571049418629,0.012193854499141923,0.002032401662588678,0.0
