,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.321,0.189,0.2773892773892774,0.21212121212121213,0.17452023351164914,0.18037025248456912,0.8708577398194584,0.8711713544245225,0.00615248280945849,0.0014667534567352723,0.0014889479861811342,0.006477939029910523,0.001774591960689317,0.0017868228363883886,0.005816251479949371,0.0011929347842000466,0.012970087623759204,0.005025926558241824,0.0
1,0.294,0.184,0.32634032634032634,0.2097902097902098,0.17264076989082833,0.17359591157149606,0.9245872100414438,0.9091915927790787,0.006298129014966439,0.0009470895243239288,0.0008913141435287868,0.006465493493222907,0.0011006538990662703,0.0010520366329105765,0.006097630346858613,0.0007975590785812073,0.012790168902073634,0.003683152752254684,0.0
2,0.309,0.175,0.32867132867132864,0.18414918414918416,0.1687431569405257,0.17125173570092317,0.9255509959467547,0.8906742426266712,0.005115361057935692,0.0014338838212508897,0.0014305450695563252,0.005299843738192784,0.001608781862314424,0.0016054589345614843,0.004909473776142773,0.0012611948889869233,0.010036678903258073,0.00376790758630739,0.0
3,0.295,0.21,0.27972027972027974,0.19114219114219114,0.1650197744195224,0.16965698706627239,0.9215049210991095,0.8485726769440574,0.009612956548971707,0.0022850992167656736,0.0022682395995554513,0.009718136912135774,0.0023711244636558555,0.0023536843932217954,0.009413336793837934,0.0021602153209918625,0.017686722456200708,0.005223815629803197,0.0
4,0.326,0.179,0.2913752913752914,0.19813519813519814,0.16241522905457775,0.1678375693747494,0.9115271188396971,0.9013376534950674,0.007708672695909192,0.0011333030151723274,0.0012908654171332285,0.008032398535036499,0.0014339654504424365,0.001573732064420321,0.00736861555210396,0.000870842566075585,0.01637223225433858,0.005207227006993952,0.0
5,0.296,0.212,0.2937062937062937,0.1864801864801865,0.16875366720784224,0.1741311798243199,0.936768236647991,0.9020077011828597,0.00233971188342275,0.0007955616569888368,0.0007911261537847639,0.002476172083807212,0.0009277786593686324,0.0009227287854264527,0.002197606227334082,0.0006715137958665067,0.004361584606258558,0.0017393277127189426,0.0
6,0.282,0.244,0.29836829836829837,0.1888111888111888,0.15821430255852925,0.1601012946663762,0.9042956263486268,0.8248730650501581,0.010087499294490349,0.003422888696050801,0.0034647319451744677,0.010293508154591301,0.0036109586652868075,0.0036503514186764716,0.00980052830613341,0.0032139310292616814,0.01872346441154143,0.007405833999314911,0.0
7,0.283,0.197,0.331002331002331,0.17715617715617715,0.15878798660824653,0.161521900144025,0.9068966022998961,0.8951463579298292,0.009660371327998962,0.0013859682959281982,0.001287722030280677,0.009774899637294316,0.0014796239537148807,0.00140874215115816,0.00947138311938818,0.0012786290494547527,0.019139782703586825,0.005062322260186332,0.0
8,0.303,0.202,0.25874125874125875,0.19813519813519814,0.15338003732651972,0.16519789593272333,0.9201459052597261,0.8546809528652775,0.0035024117493575244,0.0010210411463118514,0.0010144909528347255,0.003667433326651996,0.0011789812888049855,0.0011711567241696444,0.003328984836511703,0.0008741557637059589,0.007199412387107828,0.002981324199332752,0.0
9,0.299,0.197,0.2867132867132867,0.20512820512820512,0.17917391125176518,0.18886763618807229,0.8996717299387307,0.8708029327562062,0.008431382907187495,0.002890608854734162,0.002872536946571638,0.008721502646352708,0.0031644933957251714,0.0031372153762188994,0.008099834914773962,0.0026216735758636932,0.014797033423999777,0.00538400834198339,0.0
10,0.295,0.204,0.2937062937062937,0.2331002331002331,0.18505079123422158,0.19534902315813582,0.9061407638989769,0.9113085524469052,0.004167072802274781,0.0011447680942165426,0.0011336505130766917,0.004299680339035237,0.001269122290132682,0.00125873139922013,0.004010970804837671,0.0010197080779057784,0.008120253386955987,0.0029804209991220647,0.0
11,0.303,0.183,0.32634032634032634,0.1864801864801865,0.1757315401394231,0.17713418984582555,0.9349110691224414,0.8909891624676907,0.004789974183156991,0.001350083643538676,0.0013463041471541426,0.004856955904748458,0.0014072525163812948,0.001402052149489247,0.0046838104477060355,0.0012779921978265333,0.009781981154619788,0.003929825544817652,0.0
12,0.272,0.207,0.317016317016317,0.19114219114219114,0.17592448403545094,0.18536163481711124,0.9168150519516421,0.8609458893841715,0.005693640791429835,0.0014691031234459967,0.001466897911699217,0.00588695804192132,0.0016540264087369057,0.001654770392400644,0.005482417499451774,0.001292522034290789,0.011020569771743954,0.0038211485308148755,0.0
13,0.307,0.203,0.2937062937062937,0.1888111888111888,0.15769363964137936,0.16223574295448415,0.937202239950501,0.9011282781584565,0.008573683153015542,0.0030905514785583626,0.003074149621012377,0.008963236043215389,0.0034605218631613976,0.0034413662155082635,0.008141221924465723,0.0027332529672434054,0.01445910089724403,0.005166686109178311,0.0
14,0.294,0.202,0.28438228438228436,0.2097902097902098,0.1660067405695868,0.16561644773335016,0.9150064963950999,0.8056597814697941,0.029287325243201493,0.007942769960211534,0.007797931604009326,0.029897428536046055,0.008492800332953555,0.008337496913828821,0.02848413006106676,0.007372530728665658,0.053486769843657994,0.017211092341085074,0.0
15,0.31,0.215,0.27505827505827507,0.1958041958041958,0.16120755118513483,0.16674495725347152,0.9092654972178725,0.9007484890598668,0.003873338987012614,0.0008852348688189464,0.000905960253116182,0.003967608929278099,0.0009691375025476967,0.000987249862004924,0.003744885093564707,0.0007966315856741263,0.007240010352208608,0.0021740799239095866,0.0
16,0.304,0.217,0.2680652680652681,0.20279720279720279,0.17318343812548787,0.1736567881513073,0.8931675983672343,0.8740838900921597,0.0059759912101048675,0.0018271425317547005,0.0018089412119534813,0.006281224751167901,0.002118666748595034,0.002086315559597155,0.005637067668787051,0.0015438493656038952,0.011889740624249615,0.004856437993974032,0.0
17,0.295,0.203,0.27505827505827507,0.1864801864801865,0.16658998988519408,0.1712841706816067,0.9207664967518054,0.9232028911783587,0.02082944443338047,0.006653736898069914,0.006549851179194197,0.020989463835411306,0.006774524893126608,0.006639731134170738,0.02040155120338901,0.006373351720608947,0.03492528153292959,0.010820881275670033,0.0
18,0.328,0.198,0.29836829836829837,0.1888111888111888,0.17162942381141857,0.17039833556051018,0.9259055526809975,0.9057699154415391,0.004342405450322902,0.0014147373873156532,0.0013785415314436678,0.004530847540242427,0.0015892081907976918,0.001548117152206176,0.0041190217665536145,0.0012418267685567435,0.008532204200668154,0.0035883723186768716,0.0
