,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.321,0.189,0.2773892773892774,0.21212121212121213,0.17452023351164914,0.18037025248456912,0.776876614084027,0.8436888511257469,0.00586230447159953,0.0037675012567404825,0.0,0.006237189293661456,0.0037816665582443977,0.0,0.0054905107964619325,0.0037173191514831656,0.010956914006171202,0.00638740194857632,0.0
1,0.294,0.184,0.32634032634032634,0.2097902097902098,0.17264076989082833,0.17359591157149606,0.8091050267126685,0.8557582334292676,0.0066152328861213095,0.0055264299550710026,0.0,0.006746352060594137,0.005540682383141644,0.0,0.006445836523976617,0.0054737911525864005,0.01367756009401871,0.009405515870269105,0.0
2,0.309,0.175,0.32867132867132864,0.18414918414918416,0.1687431569405257,0.17125173570092317,0.8168212631446377,0.8560783899697817,0.002531782952753933,0.001729592023950888,0.0,0.002636065282764692,0.0017340949760094899,0.0,0.0024191627189935555,0.001713995132577653,0.004696243296157075,0.0029451266903754328,0.0
3,0.295,0.21,0.27972027972027974,0.19114219114219114,0.1650197744195224,0.16965698706627239,0.780111393136167,0.8020502599006814,0.004057149368649003,0.0031280565284592735,0.0,0.004193682599946149,0.003136233309719817,0.0,0.003910063831519755,0.0030961538886857772,0.008460114565387552,0.00532006496504158,0.0
4,0.326,0.179,0.2913752913752914,0.19813519813519814,0.16241522905457775,0.1678375693747494,0.8082568417081087,0.7847596783775955,0.00755776545819889,0.004728643449676494,0.0,0.007943306749744541,0.004745229378509679,0.0,0.007166831635005432,0.004672840183857875,0.01336483696772092,0.00802925637521621,0.0
5,0.296,0.212,0.2937062937062937,0.1864801864801865,0.16875366720784224,0.1741311798243199,0.7759408563332391,0.800148834302962,0.010856651790708549,0.007050808699165038,0.0,0.011262513264355383,0.007070183742403336,0.0,0.010383946340170494,0.006968354249036548,0.02051294639200993,0.011973596480384876,0.0
6,0.282,0.244,0.29836829836829837,0.1888111888111888,0.15821430255852925,0.1601012946663762,0.7715015602955553,0.7668426358260331,0.007689951089006944,0.006208017807041827,0.0,0.007815544745849078,0.006224727703634171,0.0,0.007485397983096967,0.006135349181872204,0.015253599455046306,0.010542259010462077,0.0
7,0.283,0.197,0.331002331002331,0.17715617715617715,0.15878798660824653,0.161521900144025,0.8009496776495525,0.8111135870594878,0.016166239128022734,0.013526356536842681,0.0,0.016728129265245174,0.013560477539298238,0.0,0.015522196459088347,0.013392883104565791,0.03505597835809714,0.02301274766925156,0.0
8,0.303,0.202,0.25874125874125875,0.19813519813519814,0.15338003732651972,0.16519789593272333,0.7920525036640894,0.8207470786531822,0.00298750070417523,0.001981749980132122,0.0,0.0031051785434834975,0.0019874055775908938,0.0,0.0028557114846283252,0.001960552551194624,0.005492807426071297,0.0033687818224567446,0.0
9,0.299,0.197,0.2867132867132867,0.20512820512820512,0.17917391125176518,0.18886763618807229,0.780510390670293,0.808274671901019,0.0055604059356829305,0.004121551774526955,0.0,0.0057695589725173975,0.0041336284643921665,0.0,0.005328297414552644,0.004074976776490878,0.010135317308210236,0.007001958546436891,0.0
10,0.295,0.204,0.2937062937062937,0.2331002331002331,0.18505079123422158,0.19534902315813582,0.8070855932522748,0.7551492309847986,0.0027398243467623333,0.0017616432380586709,0.0,0.0028573088588351872,0.0017664539515684695,0.0,0.0026153232301363754,0.00174354946478645,0.004793021963114999,0.0029959093623620507,0.0
11,0.303,0.183,0.32634032634032634,0.1864801864801865,0.1757315401394231,0.17713418984582555,0.815422137055435,0.8428311674603085,0.005613671358859045,0.004826982123696806,0.0,0.005763167330043055,0.004840751877399053,0.0,0.0054353514251084395,0.00477917062167706,0.011897433084221106,0.00821196203433301,0.0
12,0.272,0.207,0.317016317016317,0.19114219114219114,0.17592448403545094,0.18536163481711124,0.8007049068041704,0.8019216957117333,0.006945673656880958,0.004851727153186503,0.0,0.007093653318422936,0.004861367315516024,0.0,0.006763149033073913,0.004811941849020416,0.012090647060359134,0.008268272238773399,0.0
13,0.307,0.203,0.2937062937062937,0.1888111888111888,0.15769363964137936,0.16223574295448415,0.7867906652474522,0.7975971726013754,0.013117430131567643,0.009111125072533185,0.0,0.013491519164296719,0.009143664626262543,0.0,0.012622459992425996,0.008986229856044324,0.02429854147427913,0.015440875467997103,0.0
14,0.294,0.202,0.28438228438228436,0.2097902097902098,0.1660067405695868,0.16561644773335016,0.7818786488279844,0.8042455869597631,0.006081739741239028,0.004037489643767584,0.0,0.006334677980549859,0.004048852906649813,0.0,0.00579510071431361,0.003993424202933307,0.011716031406513871,0.006861828241228848,0.0
15,0.31,0.215,0.27505827505827507,0.1958041958041958,0.16120755118513483,0.16674495725347152,0.7675587087296217,0.7668582835240628,0.024027738842716116,0.016293899750750535,0.0,0.02487455883112522,0.016350431879251053,0.0,0.02299614434384573,0.01607659746689396,0.0457117096417834,0.027624125290814604,0.0
16,0.304,0.217,0.2680652680652681,0.20279720279720279,0.17318343812548787,0.1736567881513073,0.7743808866038728,0.7202576866110255,0.006707906983780719,0.0048200466124244425,0.0,0.006807835217361564,0.004835973821850776,0.0,0.006538663604657262,0.004755416392775582,0.011866271101011454,0.008171145574462545,0.0
17,0.295,0.203,0.27505827505827507,0.1864801864801865,0.16658998988519408,0.1712841706816067,0.7823962136012345,0.7919412238959898,0.0058353732001115,0.003807450877752484,0.0,0.006074315435117803,0.0038179880346843045,0.0,0.005570314839201915,0.0037678317149922617,0.010161719122540465,0.006474196768562883,0.0
18,0.328,0.198,0.29836829836829837,0.1888111888111888,0.17162942381141857,0.17039833556051018,0.7878083690357113,0.8259156843704077,0.007719716199515951,0.005296245504730088,0.0,0.008029666624611144,0.0053215200103766845,0.0,0.007345086431695502,0.005204938109930495,0.016503456748333787,0.008943550572547539,0.0
19,0.292,0.213,0.2727272727272727,0.18414918414918416,0.1590869953322249,0.1666894814345681,0.7833958763444342,0.787970421410057,0.004873327897534954,0.0038356114752427467,0.0,0.005011555915340436,0.003845273769441351,0.0,0.004716195337192176,0.003798163390718604,0.008712424610628444,0.0065263151357901695,0.0
20,0.303,0.204,0.30303030303030304,0.1958041958041958,0.16992649821338796,0.1688785783975812,0.7874841408404185,0.7349640989732272,0.01757480185919176,0.01283360555640281,0.0,0.018087739115391258,0.012871629143601767,0.0,0.016966653733135675,0.012694189269732578,0.033087039079855204,0.021812194749201284,0.0
21,0.31,0.185,0.2727272727272727,0.1958041958041958,0.16573679512244516,0.17485961089022636,0.7942894749739258,0.8344919497978266,0.0025207251177603016,0.0016882270257381302,0.0,0.0026502701581321707,0.0016930555448997882,0.0,0.0023937461108493774,0.001671589622775446,0.004584145492276022,0.002872262073455759,0.0
22,0.297,0.215,0.2913752913752914,0.2331002331002331,0.19691629013944403,0.19870855063478599,0.7766053602912316,0.7269860956673663,0.01735006624133123,0.013719684006892099,0.0,0.018173446321022486,0.01376505948381854,0.0,0.01647548989580059,0.013541146126506174,0.033416535950261075,0.023267505325684144,0.0
23,0.301,0.199,0.29603729603729606,0.1888111888111888,0.15930954104150472,0.1656693381595062,0.7685928403924963,0.8247248771488477,0.008477202373940725,0.005747118868165242,0.0,0.008726391797375183,0.005764891488005809,0.0,0.00815598709163259,0.005678735885255246,0.015484054272822853,0.009757668680252378,0.0
24,0.303,0.211,0.3006993006993007,0.20745920745920746,0.17991519478239776,0.18602728843948213,0.7643462198934943,0.8217311174605139,0.00844495184236299,0.006997739741490613,0.0,0.00861511724094093,0.007019955322092519,0.0,0.008197759321888636,0.006915326064654472,0.01783702464226534,0.011882479114764978,0.0
25,0.322,0.189,0.32867132867132864,0.21445221445221446,0.18529038863234323,0.18933649094582375,0.7902181051990174,0.8017408992295213,0.004302713606387116,0.0030520116573078846,0.0,0.004426040209313698,0.0030629260805639627,0.0,0.00415065766102677,0.0030153743635807475,0.00787204871988576,0.005181262974942056,0.0
26,0.296,0.219,0.27505827505827507,0.1958041958041958,0.1676384700017841,0.17176628517177794,0.7869805037128114,0.7735787037949258,0.006964362687880932,0.006030648581716607,0.0,0.007203918582640688,0.00604912888567588,0.0,0.0066842926846520725,0.005956277517234736,0.013512919116295156,0.010234563423123604,0.0
27,0.286,0.207,0.30536130536130535,0.17249417249417248,0.15761819439858057,0.15871648389626622,0.820074851061604,0.7824100333534688,0.026441475749633608,0.015402289372723478,0.0,0.027211515566428358,0.015432109274950085,0.0,0.025598990565135437,0.015282293789207254,0.046016601678567214,0.026259287715167348,0.0
28,0.292,0.212,0.29603729603729606,0.22144522144522144,0.18300321287528304,0.19144800453761907,0.8010725586454589,0.712418346463777,0.007649738264329163,0.005404796312118214,0.0,0.007814390180085902,0.0054181675812313744,0.0,0.0074334597066550625,0.005350512113856904,0.013547847917004007,0.009193687738190312,0.0
29,0.318,0.198,0.32867132867132864,0.18181818181818182,0.16818363605025247,0.17754114270588278,0.7921657499272792,0.8141652414538064,0.004012654641343495,0.0030902227288647733,0.0,0.004102001152201971,0.003102455813695913,0.0,0.0038909418066155896,0.003046163578012203,0.00788396216013446,0.0052341675226121554,0.0
30,0.301,0.205,0.30303030303030304,0.17715617715617715,0.15867473439946175,0.16482798180625505,0.77183762883279,0.7314512240536146,0.008378587793583034,0.006218400195554812,0.0,0.008686777759977855,0.006240351542194637,0.0,0.008007602951212845,0.0061351161413958,0.016600641780471867,0.010541858581246177,0.0
31,0.282,0.196,0.317016317016317,0.2191142191142191,0.18404481155068822,0.1884293627061945,0.7896302311457253,0.8163439788564938,0.009414913803326722,0.006921313730838145,0.0,0.009678424475570066,0.006936883448421797,0.0,0.009107146612596453,0.006861845205966506,0.018239068758642948,0.01179058392711106,0.0
32,0.281,0.211,0.30536130536130535,0.19347319347319347,0.16763878487874576,0.17042392151224647,0.79063601758517,0.8062715076021659,0.01474216454926172,0.01199034823193149,0.0,0.015099822076307067,0.012018153783249276,0.0,0.014298520922201644,0.011869910159193585,0.02984515140929283,0.020395850931983747,0.0
33,0.297,0.179,0.289044289044289,0.2097902097902098,0.17333782858777486,0.18124681378295007,0.788149519053668,0.8416259961643706,0.005584503392361433,0.0034476819014219082,0.0,0.0059352153948890995,0.0034567797704317875,0.0,0.005244530431687385,0.0034143272801186045,0.009578902150212629,0.005866776521839794,0.0
34,0.296,0.216,0.31934731934731936,0.19813519813519814,0.16758572237871244,0.17276653890377933,0.7698412460020855,0.7917899559817746,0.00919698609493062,0.006702402149797998,0.0,0.009480045502991715,0.00672341109555512,0.0,0.00885855187389441,0.006616582595531187,0.017201245540718786,0.011369153640399622,0.0
35,0.308,0.186,0.26573426573426573,0.21212121212121213,0.16884546744730697,0.17047809969464678,0.7864641684300772,0.8301848516042025,0.0051735149317027685,0.0035862845928765932,0.0,0.005343967329651153,0.0035970819307115493,0.0,0.004982808270960539,0.003548558995514974,0.009841626971609153,0.006097424439208262,0.0
36,0.311,0.194,0.30536130536130535,0.1888111888111888,0.1636560947682883,0.16833190119819333,0.7992333489762722,0.8232286017027124,0.00980772852187986,0.0072751594437893705,0.0,0.010287774718438187,0.007302003200817952,0.0,0.00932075794129892,0.007178036735939306,0.018662044553575258,0.012333890087375987,0.0
37,0.288,0.209,0.28438228438228436,0.18181818181818182,0.16084628076407978,0.16919718321959068,0.7893822288024025,0.8184195437136788,0.00794356270707234,0.006033711856248147,0.0,0.008251707208776911,0.006048998422948883,0.0,0.007615347635108087,0.005974923206164234,0.015536925053756428,0.01026660197159026,0.0
38,0.288,0.205,0.31002331002331,0.19813519813519814,0.16720203348203086,0.17168993459253126,0.7831360646145745,0.7844653420652646,0.01115577018406707,0.007723122458511717,0.0,0.011530065523372322,0.007741985680473684,0.0,0.010749463809662359,0.0076524359658916895,0.01949052731923928,0.01314904166363813,0.0
39,0.285,0.204,0.36363636363636365,0.17715617715617715,0.16181588352794504,0.16636663400307297,0.7921445418565498,0.8049828171683471,0.0044143871453979,0.00318325133077455,0.0,0.004551253056181287,0.0031901504492798803,0.0,0.0042571502208248405,0.0031555956027243203,0.008221625512606629,0.005422202582126468,0.0
40,0.291,0.213,0.2937062937062937,0.2191142191142191,0.18015673787080302,0.1821310112371974,0.7931161819994819,0.7906427173969812,0.0049587864326717645,0.003499047968617811,0.0,0.005143160200881902,0.003508230857581948,0.0,0.004749194158162427,0.0034621645403198425,0.008694518239484297,0.0059489744167668486,0.0
41,0.309,0.199,0.30536130536130535,0.20279720279720279,0.1668505286841545,0.16533953835221119,0.803332298599474,0.81556950840984,0.005307485145911678,0.0033571620781448082,0.0,0.005471873948967716,0.003369008595218071,0.0,0.005089700824778208,0.003313000028980903,0.009884144354352368,0.005692667747482175,0.0
42,0.307,0.207,0.27972027972027974,0.21212121212121213,0.16932060593363873,0.18202481826905176,0.7959530066115159,0.8089325477484548,0.003981578222040429,0.0030897299643129128,0.0,0.004131013056682048,0.0030987950582225783,0.0,0.0038157438298716964,0.003054688853420802,0.008042611713642865,0.00524881634842936,0.0
43,0.307,0.199,0.29603729603729606,0.20745920745920746,0.17176386924903447,0.17452168434950308,0.7849088096588517,0.8304253317425291,0.011953403524184978,0.006917905162804617,0.0,0.012596885946388641,0.006945249551797103,0.0,0.01127998907562815,0.006820181512934618,0.019453326002521667,0.011718993960467872,0.0
44,0.299,0.194,0.34265734265734266,0.2097902097902098,0.18308364590399742,0.1843178481392075,0.7796344589203359,0.7487312878414039,0.010668633598572954,0.007961619099609117,0.0,0.01094081320278259,0.007981631482521958,0.0,0.010327283945391862,0.007884066766920581,0.020666617355701425,0.013547048659957489,0.0
45,0.29,0.225,0.2703962703962704,0.1864801864801865,0.16592144963167882,0.17121103418113567,0.7755743637544346,0.7316257574638874,0.014705270602454672,0.010303396445098615,0.0,0.015214312755409064,0.010334389177279139,0.0,0.014101543119056861,0.010175377151284595,0.02576538398228959,0.017484165656769683,0.0
46,0.284,0.204,0.3123543123543124,0.1958041958041958,0.17256210376606274,0.17722760293889916,0.7879542861009899,0.7718760626322444,0.005698097167159213,0.0038749813695217964,0.0,0.005873740930819714,0.003883943103423098,0.0,0.005495201362662868,0.0038383631875544997,0.011202362713695688,0.006595389716201034,0.0
